path_id,train_no,train_type,block_section_id,entry_time,exit_time,days_of_week,priority_class,divertible
P-12841-ENRMJR-DN,12841,superfast,ENR-MJR-DN,08:59,09:08,1111111,1,true
P-12841-MJRPON-DN,12841,superfast,MJR-PON-DN,09:08,09:16,1111111,1,true
P-12841-PONGPD-DN,12841,superfast,PON-GPD-DN,09:16,09:27,1111111,1,true
P-12759-MASBBQ-DN,12759,superfast,MAS-BBQ-DN,18:10,18:12,1111111,2,true
P-12759-BBQTNP-DN,12759,superfast,BBQ-TNP-DN,18:12,18:15,1111111,2,true
P-12759-TNPENR-DN,12759,superfast,TNP-ENR-DN,18:15,18:24,1111111,2,true
P-12759-ENRMJR-DN,12759,superfast,ENR-MJR-DN,18:24,18:33,1111111,2,true
P-12759-MJRPON-DN,12759,superfast,MJR-PON-DN,18:33,18:41,1111111,2,true
P-12759-PONGPD-DN,12759,superfast,PON-GPD-DN,18:41,18:52,1111111,2,true
P-12616-MASBBQ-DN,12616,superfast,MAS-BBQ-DN,19:15,19:17,1111111,2,true
P-12616-BBQTNP-DN,12616,superfast,BBQ-TNP-DN,19:17,19:20,1111111,2,true
P-12616-TNPENR-DN,12616,superfast,TNP-ENR-DN,19:20,19:29,1111111,2,true
P-12616-ENRMJR-DN,12616,superfast,ENR-MJR-DN,19:29,19:38,1111111,2,true
P-12616-MJRPON-DN,12616,superfast,MJR-PON-DN,19:38,19:46,1111111,2,true
P-12616-PONGPD-DN,12616,superfast,PON-GPD-DN,19:46,19:57,1111111,2,true
P-12622-MASBBQ-DN,12622,superfast,MAS-BBQ-DN,22:00,22:02,1111111,2,true
P-12622-BBQTNP-DN,12622,superfast,BBQ-TNP-DN,22:02,22:05,1111111,2,true
P-12622-TNPENR-DN,12622,superfast,TNP-ENR-DN,22:05,22:14,1111111,2,true
P-12622-ENRMJR-DN,12622,superfast,ENR-MJR-DN,22:14,22:23,1111111,2,true
P-12622-MJRPON-DN,12622,superfast,MJR-PON-DN,22:23,22:31,1111111,2,true
P-12622-PONGPD-DN,12622,superfast,PON-GPD-DN,22:31,22:42,1111111,2,true
P-12840-MASBBQ-DN,12840,superfast,MAS-BBQ-DN,23:45,23:47,1111111,2,true
P-12840-BBQTNP-DN,12840,superfast,BBQ-TNP-DN,23:47,23:50,1111111,2,true
P-12840-TNPENR-DN,12840,superfast,TNP-ENR-DN,23:50,23:59,1111111,2,true
P-12840-ENRMJR-DN,12840,superfast,ENR-MJR-DN,23:59,00:08,1111111,2,true
P-12840-MJRPON-DN,12840,superfast,MJR-PON-DN,00:08,00:16,1111111,2,true
P-12840-PONGPD-DN,12840,superfast,PON-GPD-DN,00:16,00:27,1111111,2,true
P-12842-PONGPD-UP,12842,superfast,PON-GPD-UP,05:40,05:51,1111111,1,true
P-12842-MJRPON-UP,12842,superfast,MJR-PON-UP,05:51,05:59,1111111,1,true
P-12842-ENRMJR-UP,12842,superfast,ENR-MJR-UP,05:59,06:07,1111111,1,true
P-12842-TNPENR-UP,12842,superfast,TNP-ENR-UP,06:07,06:17,1111111,1,true
P-12842-BBQTNP-UP,12842,superfast,BBQ-TNP-UP,06:17,06:20,1111111,1,true
P-12842-MASBBQ-UP,12842,superfast,MAS-BBQ-UP,06:20,06:22,1111111,1,true
P-12621-PONGPD-UP,12621,superfast,PON-GPD-UP,04:30,04:41,1111111,2,true
P-12621-MJRPON-UP,12621,superfast,MJR-PON-UP,04:41,04:49,1111111,2,true
P-12621-ENRMJR-UP,12621,superfast,ENR-MJR-UP,04:49,04:57,1111111,2,true
P-12621-TNPENR-UP,12621,superfast,TNP-ENR-UP,04:57,05:07,1111111,2,true
P-12621-BBQTNP-UP,12621,superfast,BBQ-TNP-UP,05:07,05:10,1111111,2,true
P-12621-MASBBQ-UP,12621,superfast,MAS-BBQ-UP,05:10,05:12,1111111,2,true
P-12839-PONGPD-UP,12839,superfast,PON-GPD-UP,02:30,02:41,1111111,2,true
P-12839-MJRPON-UP,12839,superfast,MJR-PON-UP,02:41,02:49,1111111,2,true
P-12839-ENRMJR-UP,12839,superfast,ENR-MJR-UP,02:49,02:57,1111111,2,true
P-12839-TNPENR-UP,12839,superfast,TNP-ENR-UP,02:57,03:07,1111111,2,true
P-12839-BBQTNP-UP,12839,superfast,BBQ-TNP-UP,03:07,03:10,1111111,2,true
P-12839-MASBBQ-UP,12839,superfast,MAS-BBQ-UP,03:10,03:12,1111111,2,true
P-20627-MSMBM-DN,20627,rajdhani_class,MS-MBM-DN,05:00,05:06,1101111,1,false
P-20627-MBMGI-DN,20627,rajdhani_class,MBM-GI-DN,05:06,05:09,1101111,1,false
P-20627-GISTM-DN,20627,rajdhani_class,GI-STM-DN,05:09,05:10,1101111,1,false
P-20627-STMPV-DN,20627,rajdhani_class,STM-PV-DN,05:10,05:15,1101111,1,false
P-20627-PVTBM-DN,20627,rajdhani_class,PV-TBM-DN,05:15,05:20,1101111,1,false
P-16128-MSMBM-DN,16128,express,MS-MBM-DN,07:45,07:53,1111111,3,true
P-16128-MBMGI-DN,16128,express,MBM-GI-DN,07:53,07:57,1111111,3,true
P-16128-GISTM-DN,16128,express,GI-STM-DN,07:57,07:59,1111111,3,true
P-16128-STMPV-DN,16128,express,STM-PV-DN,07:59,08:06,1111111,3,true
P-16128-PVTBM-DN,16128,express,PV-TBM-DN,08:06,08:12,1111111,3,true
P-12635-MSMBM-DN,12635,superfast,MS-MBM-DN,13:40,13:46,1111111,2,true
P-12635-MBMGI-DN,12635,superfast,MBM-GI-DN,13:46,13:49,1111111,2,true
P-12635-GISTM-DN,12635,superfast,GI-STM-DN,13:49,13:51,1111111,2,true
P-12635-STMPV-DN,12635,superfast,STM-PV-DN,13:51,13:57,1111111,2,true
P-12635-PVTBM-DN,12635,superfast,PV-TBM-DN,13:57,14:02,1111111,2,true
P-22153-MSMBM-DN,22153,superfast,MS-MBM-DN,23:55,00:01,1111111,2,true
P-22153-MBMGI-DN,22153,superfast,MBM-GI-DN,00:01,00:04,1111111,2,true
P-22153-GISTM-DN,22153,superfast,GI-STM-DN,00:04,00:06,1111111,2,true
P-22153-STMPV-DN,22153,superfast,STM-PV-DN,00:06,00:12,1111111,2,true
P-22153-PVTBM-DN,22153,superfast,PV-TBM-DN,00:12,00:17,1111111,2,true
P-22154-PVTBM-UP,22154,superfast,PV-TBM-UP,05:20,05:25,1111111,2,true
P-22154-STMPV-UP,22154,superfast,STM-PV-UP,05:25,05:31,1111111,2,true
P-22154-GISTM-UP,22154,superfast,GI-STM-UP,05:31,05:32,1111111,2,true
P-22154-MBMGI-UP,22154,superfast,MBM-GI-UP,05:32,05:36,1111111,2,true
P-22154-MSMBM-UP,22154,superfast,MS-MBM-UP,05:36,05:42,1111111,2,true
P-12636-PVTBM-UP,12636,superfast,PV-TBM-UP,21:30,21:35,1111111,2,true
P-12636-STMPV-UP,12636,superfast,STM-PV-UP,21:35,21:41,1111111,2,true
P-12636-GISTM-UP,12636,superfast,GI-STM-UP,21:41,21:42,1111111,2,true
P-12636-MBMGI-UP,12636,superfast,MBM-GI-UP,21:42,21:46,1111111,2,true
P-12636-MSMBM-UP,12636,superfast,MS-MBM-UP,21:46,21:52,1111111,2,true
P-43000-MSBMS-DN_SUB,43000,EMU,MSB-MS-DN_SUB,04:00,04:06,1111111,5,false
P-43000-MSMBM-DN_SUB,43000,EMU,MS-MBM-DN_SUB,04:07,04:18,1111111,5,false
P-43000-MBMGI-DN_SUB,43000,EMU,MBM-GI-DN_SUB,04:18,04:24,1111111,5,false
P-43000-GISTM-DN_SUB,43000,EMU,GI-STM-DN_SUB,04:24,04:27,1111111,5,false
P-43000-STMPV-DN_SUB,43000,EMU,STM-PV-DN_SUB,04:28,04:37,1111111,5,false
P-43000-PVTBM-DN_SUB,43000,EMU,PV-TBM-DN_SUB,04:38,04:47,1111111,5,false
P-43001-MSBMS-DN_SUB,43001,EMU,MSB-MS-DN_SUB,04:06,04:12,1111111,5,false
P-43001-MSMBM-DN_SUB,43001,EMU,MS-MBM-DN_SUB,04:13,04:24,1111111,5,false
P-43001-MBMGI-DN_SUB,43001,EMU,MBM-GI-DN_SUB,04:24,04:30,1111111,5,false
P-43001-GISTM-DN_SUB,43001,EMU,GI-STM-DN_SUB,04:30,04:33,1111111,5,false
P-43001-STMPV-DN_SUB,43001,EMU,STM-PV-DN_SUB,04:34,04:43,1111111,5,false
P-43001-PVTBM-DN_SUB,43001,EMU,PV-TBM-DN_SUB,04:44,04:53,1111111,5,false
P-43002-MSBMS-DN_SUB,43002,EMU,MSB-MS-DN_SUB,04:12,04:18,1111111,5,false
P-43002-MSMBM-DN_SUB,43002,EMU,MS-MBM-DN_SUB,04:19,04:30,1111111,5,false
P-43002-MBMGI-DN_SUB,43002,EMU,MBM-GI-DN_SUB,04:30,04:36,1111111,5,false
P-43002-GISTM-DN_SUB,43002,EMU,GI-STM-DN_SUB,04:36,04:39,1111111,5,false
P-43002-STMPV-DN_SUB,43002,EMU,STM-PV-DN_SUB,04:40,04:49,1111111,5,false
P-43002-PVTBM-DN_SUB,43002,EMU,PV-TBM-DN_SUB,04:50,04:59,1111111,5,false
P-43003-MSBMS-DN_SUB,43003,EMU,MSB-MS-DN_SUB,04:18,04:24,1111111,5,false
P-43003-MSMBM-DN_SUB,43003,EMU,MS-MBM-DN_SUB,04:25,04:36,1111111,5,false
P-43003-MBMGI-DN_SUB,43003,EMU,MBM-GI-DN_SUB,04:36,04:42,1111111,5,false
P-43003-GISTM-DN_SUB,43003,EMU,GI-STM-DN_SUB,04:42,04:45,1111111,5,false
P-43003-STMPV-DN_SUB,43003,EMU,STM-PV-DN_SUB,04:46,04:55,1111111,5,false
P-43003-PVTBM-DN_SUB,43003,EMU,PV-TBM-DN_SUB,04:56,05:05,1111111,5,false
P-43004-MSBMS-DN_SUB,43004,EMU,MSB-MS-DN_SUB,04:24,04:30,1111111,5,false
P-43004-MSMBM-DN_SUB,43004,EMU,MS-MBM-DN_SUB,04:31,04:42,1111111,5,false
P-43004-MBMGI-DN_SUB,43004,EMU,MBM-GI-DN_SUB,04:42,04:48,1111111,5,false
P-43004-GISTM-DN_SUB,43004,EMU,GI-STM-DN_SUB,04:48,04:51,1111111,5,false
P-43004-STMPV-DN_SUB,43004,EMU,STM-PV-DN_SUB,04:52,05:01,1111111,5,false
P-43004-PVTBM-DN_SUB,43004,EMU,PV-TBM-DN_SUB,05:02,05:11,1111111,5,false
P-43005-MSBMS-DN_SUB,43005,EMU,MSB-MS-DN_SUB,04:30,04:36,1111111,5,false
P-43005-MSMBM-DN_SUB,43005,EMU,MS-MBM-DN_SUB,04:37,04:48,1111111,5,false
P-43005-MBMGI-DN_SUB,43005,EMU,MBM-GI-DN_SUB,04:48,04:54,1111111,5,false
P-43005-GISTM-DN_SUB,43005,EMU,GI-STM-DN_SUB,04:54,04:57,1111111,5,false
P-43005-STMPV-DN_SUB,43005,EMU,STM-PV-DN_SUB,04:58,05:07,1111111,5,false
P-43005-PVTBM-DN_SUB,43005,EMU,PV-TBM-DN_SUB,05:08,05:17,1111111,5,false
P-43006-MSBMS-DN_SUB,43006,EMU,MSB-MS-DN_SUB,04:36,04:42,1111111,5,false
P-43006-MSMBM-DN_SUB,43006,EMU,MS-MBM-DN_SUB,04:43,04:54,1111111,5,false
P-43006-MBMGI-DN_SUB,43006,EMU,MBM-GI-DN_SUB,04:54,05:00,1111111,5,false
P-43006-GISTM-DN_SUB,43006,EMU,GI-STM-DN_SUB,05:00,05:03,1111111,5,false
P-43006-STMPV-DN_SUB,43006,EMU,STM-PV-DN_SUB,05:04,05:13,1111111,5,false
P-43006-PVTBM-DN_SUB,43006,EMU,PV-TBM-DN_SUB,05:14,05:23,1111111,5,false
P-43007-MSBMS-DN_SUB,43007,EMU,MSB-MS-DN_SUB,04:42,04:48,1111111,5,false
P-43007-MSMBM-DN_SUB,43007,EMU,MS-MBM-DN_SUB,04:49,05:00,1111111,5,false
P-43007-MBMGI-DN_SUB,43007,EMU,MBM-GI-DN_SUB,05:00,05:06,1111111,5,false
P-43007-GISTM-DN_SUB,43007,EMU,GI-STM-DN_SUB,05:06,05:09,1111111,5,false
P-43007-STMPV-DN_SUB,43007,EMU,STM-PV-DN_SUB,05:10,05:19,1111111,5,false
P-43007-PVTBM-DN_SUB,43007,EMU,PV-TBM-DN_SUB,05:20,05:29,1111111,5,false
P-43008-MSBMS-DN_SUB,43008,EMU,MSB-MS-DN_SUB,04:48,04:54,1111111,5,false
P-43008-MSMBM-DN_SUB,43008,EMU,MS-MBM-DN_SUB,04:55,05:06,1111111,5,false
P-43008-MBMGI-DN_SUB,43008,EMU,MBM-GI-DN_SUB,05:06,05:12,1111111,5,false
P-43008-GISTM-DN_SUB,43008,EMU,GI-STM-DN_SUB,05:12,05:15,1111111,5,false
P-43008-STMPV-DN_SUB,43008,EMU,STM-PV-DN_SUB,05:16,05:25,1111111,5,false
P-43008-PVTBM-DN_SUB,43008,EMU,PV-TBM-DN_SUB,05:26,05:35,1111111,5,false
P-43009-MSBMS-DN_SUB,43009,EMU,MSB-MS-DN_SUB,04:54,05:00,1111111,5,false
P-43009-MSMBM-DN_SUB,43009,EMU,MS-MBM-DN_SUB,05:01,05:12,1111111,5,false
P-43009-MBMGI-DN_SUB,43009,EMU,MBM-GI-DN_SUB,05:12,05:18,1111111,5,false
P-43009-GISTM-DN_SUB,43009,EMU,GI-STM-DN_SUB,05:18,05:21,1111111,5,false
P-43009-STMPV-DN_SUB,43009,EMU,STM-PV-DN_SUB,05:22,05:31,1111111,5,false
P-43009-PVTBM-DN_SUB,43009,EMU,PV-TBM-DN_SUB,05:32,05:41,1111111,5,false
P-43010-MSBMS-DN_SUB,43010,EMU,MSB-MS-DN_SUB,05:00,05:06,1111111,5,false
P-43010-MSMBM-DN_SUB,43010,EMU,MS-MBM-DN_SUB,05:07,05:18,1111111,5,false
P-43010-MBMGI-DN_SUB,43010,EMU,MBM-GI-DN_SUB,05:18,05:24,1111111,5,false
P-43010-GISTM-DN_SUB,43010,EMU,GI-STM-DN_SUB,05:24,05:27,1111111,5,false
P-43010-STMPV-DN_SUB,43010,EMU,STM-PV-DN_SUB,05:28,05:37,1111111,5,false
P-43010-PVTBM-DN_SUB,43010,EMU,PV-TBM-DN_SUB,05:38,05:47,1111111,5,false
P-43011-MSBMS-DN_SUB,43011,EMU,MSB-MS-DN_SUB,05:06,05:12,1111111,5,false
P-43011-MSMBM-DN_SUB,43011,EMU,MS-MBM-DN_SUB,05:13,05:24,1111111,5,false
P-43011-MBMGI-DN_SUB,43011,EMU,MBM-GI-DN_SUB,05:24,05:30,1111111,5,false
P-43011-GISTM-DN_SUB,43011,EMU,GI-STM-DN_SUB,05:30,05:33,1111111,5,false
P-43011-STMPV-DN_SUB,43011,EMU,STM-PV-DN_SUB,05:34,05:43,1111111,5,false
P-43011-PVTBM-DN_SUB,43011,EMU,PV-TBM-DN_SUB,05:44,05:53,1111111,5,false
P-43012-MSBMS-DN_SUB,43012,EMU,MSB-MS-DN_SUB,05:12,05:18,1111111,5,false
P-43012-MSMBM-DN_SUB,43012,EMU,MS-MBM-DN_SUB,05:19,05:30,1111111,5,false
P-43012-MBMGI-DN_SUB,43012,EMU,MBM-GI-DN_SUB,05:30,05:36,1111111,5,false
P-43012-GISTM-DN_SUB,43012,EMU,GI-STM-DN_SUB,05:36,05:39,1111111,5,false
P-43012-STMPV-DN_SUB,43012,EMU,STM-PV-DN_SUB,05:40,05:49,1111111,5,false
P-43012-PVTBM-DN_SUB,43012,EMU,PV-TBM-DN_SUB,05:50,05:59,1111111,5,false
P-43013-MSBMS-DN_SUB,43013,EMU,MSB-MS-DN_SUB,05:18,05:24,1111111,5,false
P-43013-MSMBM-DN_SUB,43013,EMU,MS-MBM-DN_SUB,05:25,05:36,1111111,5,false
P-43013-MBMGI-DN_SUB,43013,EMU,MBM-GI-DN_SUB,05:36,05:42,1111111,5,false
P-43013-GISTM-DN_SUB,43013,EMU,GI-STM-DN_SUB,05:42,05:45,1111111,5,false
P-43013-STMPV-DN_SUB,43013,EMU,STM-PV-DN_SUB,05:46,05:55,1111111,5,false
P-43013-PVTBM-DN_SUB,43013,EMU,PV-TBM-DN_SUB,05:56,06:05,1111111,5,false
P-43014-MSBMS-DN_SUB,43014,EMU,MSB-MS-DN_SUB,05:24,05:30,1111111,5,false
P-43014-MSMBM-DN_SUB,43014,EMU,MS-MBM-DN_SUB,05:31,05:42,1111111,5,false
P-43014-MBMGI-DN_SUB,43014,EMU,MBM-GI-DN_SUB,05:42,05:48,1111111,5,false
P-43014-GISTM-DN_SUB,43014,EMU,GI-STM-DN_SUB,05:48,05:51,1111111,5,false
P-43014-STMPV-DN_SUB,43014,EMU,STM-PV-DN_SUB,05:52,06:01,1111111,5,false
P-43014-PVTBM-DN_SUB,43014,EMU,PV-TBM-DN_SUB,06:02,06:11,1111111,5,false
P-43015-MSBMS-DN_SUB,43015,EMU,MSB-MS-DN_SUB,05:30,05:36,1111111,5,false
P-43015-MSMBM-DN_SUB,43015,EMU,MS-MBM-DN_SUB,05:37,05:48,1111111,5,false
P-43015-MBMGI-DN_SUB,43015,EMU,MBM-GI-DN_SUB,05:48,05:54,1111111,5,false
P-43015-GISTM-DN_SUB,43015,EMU,GI-STM-DN_SUB,05:54,05:57,1111111,5,false
P-43015-STMPV-DN_SUB,43015,EMU,STM-PV-DN_SUB,05:58,06:07,1111111,5,false
P-43015-PVTBM-DN_SUB,43015,EMU,PV-TBM-DN_SUB,06:08,06:17,1111111,5,false
P-43016-MSBMS-DN_SUB,43016,EMU,MSB-MS-DN_SUB,05:36,05:42,1111111,5,false
P-43016-MSMBM-DN_SUB,43016,EMU,MS-MBM-DN_SUB,05:43,05:54,1111111,5,false
P-43016-MBMGI-DN_SUB,43016,EMU,MBM-GI-DN_SUB,05:54,06:00,1111111,5,false
P-43016-GISTM-DN_SUB,43016,EMU,GI-STM-DN_SUB,06:00,06:03,1111111,5,false
P-43016-STMPV-DN_SUB,43016,EMU,STM-PV-DN_SUB,06:04,06:13,1111111,5,false
P-43016-PVTBM-DN_SUB,43016,EMU,PV-TBM-DN_SUB,06:14,06:23,1111111,5,false
P-43017-MSBMS-DN_SUB,43017,EMU,MSB-MS-DN_SUB,05:42,05:48,1111111,5,false
P-43017-MSMBM-DN_SUB,43017,EMU,MS-MBM-DN_SUB,05:49,06:00,1111111,5,false
P-43017-MBMGI-DN_SUB,43017,EMU,MBM-GI-DN_SUB,06:00,06:06,1111111,5,false
P-43017-GISTM-DN_SUB,43017,EMU,GI-STM-DN_SUB,06:06,06:09,1111111,5,false
P-43017-STMPV-DN_SUB,43017,EMU,STM-PV-DN_SUB,06:10,06:19,1111111,5,false
P-43017-PVTBM-DN_SUB,43017,EMU,PV-TBM-DN_SUB,06:20,06:29,1111111,5,false
P-43018-MSBMS-DN_SUB,43018,EMU,MSB-MS-DN_SUB,05:48,05:54,1111111,5,false
P-43018-MSMBM-DN_SUB,43018,EMU,MS-MBM-DN_SUB,05:55,06:06,1111111,5,false
P-43018-MBMGI-DN_SUB,43018,EMU,MBM-GI-DN_SUB,06:06,06:12,1111111,5,false
P-43018-GISTM-DN_SUB,43018,EMU,GI-STM-DN_SUB,06:12,06:15,1111111,5,false
P-43018-STMPV-DN_SUB,43018,EMU,STM-PV-DN_SUB,06:16,06:25,1111111,5,false
